token,total_freq,doc_freq,doc_freq_pct
invocation,28,23,0.0069
boundary,28,22,0.0066
persist,28,22,0.0066
rumen,28,14,0.0042
constant,28,20,0.006
inefficient,28,24,0.0072
cut,28,20,0.006
probability,28,8,0.0024
encoding,28,24,0.0072
segmentreader,28,17,0.0051
cvss,28,7,0.0021
configured,27,24,0.0072
helpful,27,26,0.0077
realize,27,23,0.0069
vendor,27,15,0.0045
fifo,27,20,0.006
asynchronous,27,22,0.0066
yarnclient,27,17,0.0051
thousand,27,26,0.0077
hardware,27,21,0.0063
jobconf,27,15,0.0045
caching,27,19,0.0057
privilege,27,17,0.0051
member,27,19,0.0057
oracle,27,8,0.0024
helper,27,18,0.0054
oom,27,22,0.0066
amrmproxy,27,21,0.0063
party,27,21,0.0063
comparator,27,18,0.0054
moment,27,27,0.008
signal,27,18,0.0054
secret,27,12,0.0036
amrmclient,27,18,0.0054
retrieval,27,17,0.0051
slider,27,19,0.0057
zip,27,13,0.0039
builder,27,16,0.0048
choice,27,23,0.0069
quick,27,22,0.0066
concurrency,27,20,0.006
populate,27,25,0.0074
reflect,27,19,0.0057
impls,27,22,0.0066
insert,27,12,0.0036
whose,26,23,0.0069
expert,26,19,0.0057
sorted,26,21,0.0063
gpus,26,6,0.0018
interest,26,26,0.0077
kerberos,26,18,0.0054
latter,26,25,0.0074
restrict,26,24,0.0072
tez,26,20,0.006
processor,26,13,0.0039
exclude,26,20,0.006
synchronize,26,20,0.006
unless,26,24,0.0072
append,26,19,0.0057
feel,26,23,0.0069
background,26,20,0.006
exploit,26,15,0.0045
sensitive,26,25,0.0074
merging,26,24,0.0072
preference,26,18,0.0054
failed,26,19,0.0057
expand,26,20,0.006
retries,26,19,0.0057
subsequent,26,26,0.0077
portion,26,24,0.0072
sequential,26,19,0.0057
addindexes,26,10,0.003
directoryreader,26,13,0.0039
neighbor,26,9,0.0027
gradle,26,7,0.0021
added,25,23,0.0069
matter,25,24,0.0072
hierarchical,25,20,0.006
worth,25,23,0.0069
desire,25,22,0.0066
gracefully,25,21,0.0063
credential,25,16,0.0048
observe,25,20,0.006
notify,25,21,0.0063
development,25,22,0.0066
required,25,25,0.0074
deep,25,18,0.0054
isolate,25,22,0.0066
responsibility,25,20,0.006
aspect,25,23,0.0069
raise,25,22,0.0066
subset,25,23,0.0069
summary,25,20,0.006
automatic,25,20,0.006
instantiate,25,22,0.0066
dimensional,25,16,0.0048
guaranteed,25,13,0.0039
building,25,20,0.006
fall,25,22,0.0066
opinion,25,24,0.0072
assignment,25,14,0.0042
half,25,13,0.0039
assumption,25,20,0.006
optimal,25,21,0.0063
third,25,20,0.006
src,25,15,0.0045
emit,25,16,0.0048
conjunction,25,20,0.006
interesting,25,21,0.0063
jobinprogress,25,5,0.0015
drill,25,12,0.0036
suggester,25,10,0.003
hnsw,25,8,0.0024
detector,25,12,0.0036
openstack,25,11,0.0033
aim,24,23,0.0069
organization,24,13,0.0039
params,24,12,0.0036
applicationmaster,24,18,0.0054
stderr,24,9,0.0027
carry,24,18,0.0054
bottleneck,24,22,0.0066
gridmix,24,11,0.0033
backend,24,17,0.0051
inform,24,20,0.006
infrastructure,24,20,0.006
attached,24,24,0.0072
removal,24,16,0.0048
row,24,13,0.0039
normally,24,23,0.0069
inner,24,19,0.0057
resync,24,8,0.0024
semantics,24,16,0.0048
hundred,24,22,0.0066
pipeline,24,13,0.0039
notion,24,23,0.0069
matching,24,21,0.0063
traffic,24,19,0.0057
effectively,24,22,0.0066
piece,24,21,0.0063
grow,24,16,0.0048
recognition,24,9,0.0027
incoming,24,21,0.0063
kick,24,14,0.0042
partial,24,15,0.0045
element,24,16,0.0048
raidnode,24,9,0.0027
arc,24,7,0.0021
magic,24,9,0.0027
spinoff,24,24,0.0072
ords,24,10,0.003
trie,24,11,0.0033
intersect,24,18,0.0054
correspond,23,21,0.0063
encounter,23,22,0.0066
hope,23,21,0.0063
template,23,10,0.003
discover,23,19,0.0057
community,23,20,0.006
representation,23,20,0.006
succeed,23,18,0.0054
spawn,23,16,0.0048
headroom,23,11,0.0033
none,23,21,0.0063
welcome,23,22,0.0066
investigate,23,22,0.0066
uri,23,11,0.0033
bandwidth,23,14,0.0042
clearly,23,21,0.0063
act,23,20,0.006
incomplete,23,14,0.0042
secondary,23,17,0.0051
spec,23,12,0.0036
aws,23,18,0.0054
successful,23,17,0.0051
reset,23,17,0.0051
sufficient,23,21,0.0063
somewhat,23,23,0.0069
concurrently,23,20,0.006
fairness,23,18,0.0054
rout,23,19,0.0057
nodestatusupdaterimpl,23,3,0.0009
browser,23,15,0.0045
drop,23,20,0.006
maximize,23,13,0.0039
leveldb,23,12,0.0036
particularly,23,23,0.0069
advanced,23,23,0.0069
desirable,23,21,0.0063
year,23,20,0.006
light,23,20,0.006
scalable,23,17,0.0051
reservationsystem,23,15,0.0045
anyone,23,22,0.0066
delta,23,14,0.0042
entirely,23,21,0.0063
vint,23,16,0.0048
docs,23,21,0.0063
booleanquery,23,14,0.0042
stem,23,13,0.0039
encapsulate,22,20,0.006
evaluate,22,19,0.0057
operate,22,20,0.006
effective,22,18,0.0054
divide,22,18,0.0054
gap,22,18,0.0054
accomplish,22,22,0.0066
nodemanagers,22,21,0.0063
jobhistory,22,16,0.0048
ranger,22,2,0.0006
monitoring,22,21,0.0063
specified,22,21,0.0063
bin,22,14,0.0042
friendly,22,20,0.006
opportunity,22,19,0.0057
unhealthy,22,9,0.0027
renew,22,12,0.0036
frequently,22,20,0.006
ready,22,22,0.0066
lib,22,14,0.0042
fpga,22,7,0.0021
stable,22,19,0.0057
distinguish,22,19,0.0057
generally,22,20,0.006
overwrite,22,19,0.0057
translate,22,11,0.0033
logical,22,13,0.0039
ssd,22,6,0.0018
explain,22,18,0.0054
tune,22,20,0.006
major,22,22,0.0066
variant,22,18,0.0054
jump,22,11,0.0033
swift,22,13,0.0039
bytebuffer,22,12,0.0036
qps,22,10,0.003
recommendation,22,15,0.0045
triangle,22,6,0.0018
cbor,22,1,0.0003
standalone,21,16,0.0048
import,21,14,0.0042
minimal,21,19,0.0057
servlet,21,13,0.0039
sleep,21,15,0.0045
plus,21,19,0.0057
similarly,21,19,0.0057
aggregated,21,19,0.0057
explanation,21,16,0.0048
standby,21,13,0.0039
lang,21,10,0.003
stag,21,10,0.003
render,21,14,0.0042
trust,21,14,0.0042
locally,21,15,0.0045
pure,21,11,0.0033
consolidate,21,19,0.0057
sum,21,16,0.0048
beginning,21,19,0.0057
communicate,21,19,0.0057
rebuild,21,12,0.0036
someone,21,21,0.0063
callback,21,15,0.0045
quota,21,6,0.0018
parallelize,21,13,0.0039
shut,21,19,0.0057
leak,21,15,0.0045
tradeoff,21,19,0.0057
meta,21,16,0.0048
updated,21,15,0.0045
relationship,21,10,0.003
anyway,21,21,0.0063
motivation,21,21,0.0063
edit,21,16,0.0048
wish,21,20,0.006
hint,21,10,0.003
mrv,21,17,0.0051
pointer,21,13,0.0039
ever,21,19,0.0057
analyze,21,19,0.0057
play,21,21,0.0063
jvms,21,11,0.0033
termsenum,21,14,0.0042
cxf,21,4,0.0012
gson,21,3,0.0009
chef,21,4,0.0012
facilitate,20,20,0.006
nio,20,14,0.0042
unify,20,15,0.0045
adjust,20,17,0.0051
independently,20,18,0.0054
nvidia,20,6,0.0018
offline,20,15,0.0045
filtering,20,16,0.0048
sun,20,10,0.003
delegationtokenrenewer,20,3,0.0009
interceptor,20,13,0.0039
lack,20,19,0.0057
protection,20,13,0.0039
stateless,20,12,0.0036
propagate,20,17,0.0051
manifest,20,9,0.0027
restriction,20,17,0.0051
customize,20,18,0.0054
mawo,20,6,0.0018
inject,20,12,0.0036
title,20,15,0.0045
slave,20,13,0.0039
abort,20,13,0.0039
incompatible,20,12,0.0036
fairshare,20,12,0.0036
frequent,20,14,0.0042
successfully,20,17,0.0051
confirm,20,14,0.0042
redirect,20,15,0.0045
lazy,20,10,0.003
operator,20,10,0.003
randomly,20,13,0.0039
param,20,10,0.003
furthermore,20,19,0.0057
ahead,20,19,0.0057
granularity,20,13,0.0039
facility,20,16,0.0048
facade,20,13,0.0039
enforcement,20,9,0.0027
role,20,18,0.0054
pig,20,16,0.0048
containerid,20,9,0.0027
linear,20,14,0.0042
inputstream,20,13,0.0039
multisearcher,20,8,0.0024
bitset,20,15,0.0045
dense,20,15,0.0045
extractor,20,11,0.0033
mimetypes,20,7,0.0021
rackspace,20,11,0.0033
begin,19,18,0.0054
busy,19,13,0.0039
png,19,12,0.0036
mount,19,11,0.0033
dedicate,19,15,0.0045
subcluster,19,9,0.0027
detailed,19,13,0.0039
behaviour,19,16,0.0048
opt,19,10,0.003
workaround,19,17,0.0051
maven,19,13,0.0039
identical,19,16,0.0048
typical,19,17,0.0051
unified,19,15,0.0045
elasticsearch,19,17,0.0051
front,19,16,0.0048
setter,19,11,0.0033
authenticate,19,15,0.0045
expansion,19,9,0.0027
consist,19,18,0.0054
dependent,19,18,0.0054
affinity,19,12,0.0036
conflict,19,17,0.0051
compile,19,16,0.0048
del,19,7,0.0021
pause,19,10,0.003
consistency,19,17,0.0051
measure,19,17,0.0051
hide,19,15,0.0045
originally,19,17,0.0051
bunch,19,17,0.0051
week,19,13,0.0039
compact,19,15,0.0045
chance,19,19,0.0057
appmaster,19,12,0.0036
anymore,19,17,0.0051
imagine,19,18,0.0054
paper,19,15,0.0045
mrappmaster,19,10,0.003
nmtoken,19,5,0.0015
distinct,19,13,0.0039
searchable,19,10,0.003
indexreaders,19,9,0.0027
robert,19,16,0.0048
documentswriter,19,11,0.0033
ordinalmap,19,7,0.0021
exif,19,3,0.0009
suppose,18,17,0.0051
nms,18,16,0.0048
research,18,13,0.0039
diagnostic,18,9,0.0027
appid,18,5,0.0015
applicationid,18,9,0.0027
attachment,18,13,0.0039
warn,18,12,0.0036
greatly,18,17,0.0051
overlay,18,2,0.0006
visible,18,15,0.0045
obviously,18,18,0.0054
timelineservice,18,9,0.0027
specification,18,17,0.0051
uis,18,11,0.0033
destination,18,13,0.0039
relation,18,13,0.0039
stateful,18,10,0.003
increment,18,9,0.0027
relatively,18,17,0.0051
technique,18,17,0.0051
impossible,18,17,0.0051
graceful,18,13,0.0039
minor,18,17,0.0051
loss,18,16,0.0048
cheap,18,16,0.0048
beneficial,18,18,0.0054
denial,18,11,0.0033
saw,18,17,0.0051
admins,18,14,0.0042
wrong,18,18,0.0054
twice,18,16,0.0048
subject,18,9,0.0027
team,18,12,0.0036
linuxcontainerexecutor,18,11,0.0033
complicate,18,17,0.0051
traverse,18,10,0.003
guess,18,16,0.0048
aggregator,18,10,0.003
producer,18,12,0.0036
tiny,18,15,0.0045
unfortunately,18,18,0.0054
jackson,18,9,0.0027
jdk,18,16,0.0048
distributedcache,18,6,0.0018
bytes,18,14,0.0042
decompress,18,12,0.0036
bzip,18,7,0.0021
hitcollector,18,4,0.0012
tokenizer,18,15,0.0045
ord,18,9,0.0027
indexer,18,11,0.0033
synonym,18,7,0.0021
bytesref,18,7,0.0021
decodesimplesimd,18,1,0.0003
emitter,18,9,0.0027
craft,18,10,0.003
natural,17,13,0.0039
invalid,17,14,0.0042
modified,17,13,0.0039
intensive,17,12,0.0036
compressed,17,14,0.0042
plug,17,14,0.0042
webservice,17,10,0.003
listing,17,12,0.0036
conversion,17,11,0.0033
unknown,17,14,0.0042
promote,17,13,0.0039
initially,17,16,0.0048
throttle,17,14,0.0042
stress,17,12,0.0036
timestamp,17,11,0.0033
extensible,17,15,0.0045
parity,17,11,0.0033
straightforward,17,17,0.0051
training,17,8,0.0024
webapps,17,9,0.0027
registration,17,10,0.003
tie,17,15,0.0045
interpret,17,13,0.0039
explicit,17,14,0.0042
agent,17,9,0.0027
center,17,11,0.0033
stdout,17,8,0.0024
reflection,17,13,0.0039
negative,17,13,0.0039
swap,17,13,0.0039
predict,17,8,0.0024
portable,17,14,0.0042
million,17,17,0.0051
webui,17,9,0.0027
happy,17,16,0.0048
baseline,17,10,0.003
organize,17,12,0.0036
somehow,17,17,0.0051
console,17,5,0.0015
lazily,17,12,0.0036
corrupt,17,7,0.0021
accuracy,17,15,0.0045
junit,17,13,0.0039
commits,17,11,0.0033
docfreq,17,12,0.0036
topdocs,17,8,0.0024
scoring,17,14,0.0042
docids,17,13,0.0039
postingsformat,17,5,0.0015
stride,17,9,0.0027
freqs,17,7,0.0021
dwpt,17,7,0.0021
pdfbox,17,5,0.0015
median,16,7,0.0021
fashion,16,16,0.0048
repeat,16,13,0.0039
bootstrap,16,8,0.0024
inherit,16,13,0.0039
reload,16,12,0.0036
cap,16,14,0.0042
face,16,14,0.0042
usability,16,14,0.0042
python,16,14,0.0042
redundant,16,15,0.0045
examine,16,14,0.0042
pressure,16,15,0.0045
incorporate,16,15,0.0045
threadpool,16,8,0.0024
regardless,16,16,0.0048
simulation,16,8,0.0024
nature,16,16,0.0048
fold,16,13,0.0039
retain,16,16,0.0048
desired,16,14,0.0042
csi,16,5,0.0015
soft,16,8,0.0024
strict,16,12,0.0036
complicated,16,16,0.0048
downside,16,15,0.0045
knowledge,16,15,0.0045
classify,16,11,0.0033
declare,16,16,0.0048
socket,16,11,0.0033
room,16,16,0.0048
fallback,16,12,0.0036
everyone,16,14,0.0042
orient,16,11,0.0033
membership,16,8,0.0024
federated,16,10,0.003
retention,16,10,0.003
fly,16,15,0.0045
sec,16,7,0.0021
pay,16,14,0.0042
mainly,16,14,0.0042
logging,16,9,0.0027
central,16,15,0.0045
amazon,16,13,0.0039
password,16,7,0.0021
transparent,16,15,0.0045
answer,16,13,0.0039
duplication,16,13,0.0039
rid,16,12,0.0036
ext,16,4,0.0012
trade,16,14,0.0042
upper,16,15,0.0045
limited,16,15,0.0045
childq,16,1,0.0003
hack,16,13,0.0039
immediate,16,9,0.0027
malicious,16,8,0.0024
javadoc,16,14,0.0042
classification,16,9,0.0027
jobid,16,9,0.0027
incremental,16,13,0.0039
wonder,16,16,0.0048
optimized,16,13,0.0039
fetcher,16,6,0.0018
mind,16,15,0.0045
descriptor,16,10,0.003
fuzzy,16,10,0.003
body,16,12,0.0036
segmentmerger,16,11,0.0033
multireader,16,7,0.0021
indexoutput,16,12,0.0036
memoryindex,16,5,0.0015
bounding,16,12,0.0036
bufferedindexinput,16,8,0.0024
fieldtype,16,7,0.0021
wikipedia,16,13,0.0039
ant,16,8,0.0024
unifiedhighlighter,16,7,0.0021
ocr,16,7,0.0021
stay,15,14,0.0042
enum,15,14,0.0042
converter,15,4,0.0012
shift,15,11,0.0033
permit,15,13,0.0039
ultimately,15,13,0.0039
transformation,15,9,0.0027
respectively,15,15,0.0045
fork,15,12,0.0036
globally,15,12,0.0036
truly,15,14,0.0042
footprint,15,15,0.0045
tail,15,11,0.0033
abstractservice,15,5,0.0015
demonstrate,15,12,0.0036
print,15,13,0.0039
stick,15,15,0.0045
suffer,15,14,0.0042
doas,15,9,0.0027
scheme,15,13,0.0039
roughly,15,14,0.0042
unmanaged,15,8,0.0024
resize,15,11,0.0033
persistent,15,11,0.0033
privileged,15,8,0.0024
experimental,15,13,0.0039
runner,15,6,0.0018
replicate,15,15,0.0045
folk,15,15,0.0045
estimate,15,12,0.0036
contention,15,9,0.0027
checksum,15,9,0.0027
forever,15,14,0.0042
derive,15,14,0.0042
overview,15,15,0.0045
notification,15,11,0.0033
backup,15,9,0.0027
decorator,15,8,0.0024
acquire,15,14,0.0042
maintenance,15,11,0.0033
htrace,15,3,0.0009
accurately,15,13,0.0039
remember,15,10,0.003
escape,15,6,0.0018
reboot,15,8,0.0024
deserialization,15,10,0.003
multipleoutputs,15,7,0.0021
recordreader,15,8,0.0024
mumak,15,8,0.0024
grouping,15,9,0.0027
javadocs,15,13,0.0039
profiler,15,5,0.0015
construction,15,11,0.0033
hashmap,15,10,0.003
replica,15,7,0.0021
datainput,15,7,0.0021
rank,15,11,0.0033
intersection,15,11,0.0033
ctor,15,13,0.0039
mergepolicy,15,10,0.003
mike,15,13,0.0039
packedints,15,9,0.0027
singleblock,15,1,0.0003
advisory,15,10,0.003
rmnode,14,9,0.0027
outstanding,14,11,0.0033
temp,14,9,0.0027
env,14,10,0.003
imply,14,12,0.0036
abuse,14,8,0.0024
asynchronously,14,12,0.0036
unable,14,13,0.0039
positive,14,10,0.003
utf,14,8,0.0024
oozie,14,10,0.003
jiras,14,13,0.0039
characteristic,14,14,0.0042
dmapreduce,14,2,0.0006
rare,14,11,0.0033
timelineclient,14,11,0.0033
confuse,14,14,0.0042
shortly,14,14,0.0042
totally,14,13,0.0039
runtimes,14,6,0.0018
owner,14,8,0.0024
interaction,14,12,0.0036
termination,14,8,0.0024
tensorflow,14,8,0.0024
cfs,14,8,0.0024
primarily,14,11,0.0033
duration,14,9,0.0027
transparently,14,14,0.0042
sequentially,14,14,0.0042
investigation,14,9,0.0027
suspect,14,13,0.0039
usercache,14,3,0.0009
perf,14,13,0.0039
power,14,12,0.0036
unlike,14,14,0.0042
occurrence,14,7,0.0021
writable,14,11,0.0033
starve,14,14,0.0042
convenient,14,12,0.0036
alternate,14,13,0.0039
consideration,14,13,0.0039
recur,14,7,0.0021
usual,14,11,0.0033
compat,14,10,0.003
intern,14,4,0.0012
rollup,14,2,0.0006
obvious,14,13,0.0039
restarts,14,11,0.0033
compaction,14,6,0.0018
powerful,14,13,0.0039
direction,14,12,0.0036
highly,14,13,0.0039
proceed,14,13,0.0039
foo,14,8,0.0024
dummy,14,8,0.0024
alter,14,11,0.0033
accurate,14,12,0.0036
contains,14,13,0.0039
windows,14,11,0.0033
sqoop,14,7,0.0021
traversal,14,8,0.0024
mail,14,12,0.0036
singleton,14,10,0.003
nutch,14,7,0.0021
idf,14,7,0.0021
termquery,14,10,0.003
freq,14,12,0.0036
segmentinfos,14,5,0.0015
visitor,14,8,0.0024
cutover,14,11,0.0033
office,14,9,0.0027
recall,14,10,0.003
docidset,14,5,0.0015
geometry,14,9,0.0027
embedded,14,10,0.003
extracted,14,13,0.0039
allocated,13,8,0.0024
safety,13,12,0.0036
drawback,13,13,0.0039
requested,13,13,0.0039
mix,13,12,0.0036
nearly,13,12,0.0036
online,13,10,0.003
filename,13,13,0.0039
nodeid,13,7,0.0021
renewer,13,6,0.0018
yes,13,13,0.0039
num,13,11,0.0033
instruction,13,6,0.0018
understanding,13,12,0.0036
till,13,13,0.0039
surface,13,9,0.0027
story,13,12,0.0036
nfs,13,7,0.0021
attention,13,11,0.0033
restore,13,10,0.003
getters,13,6,0.0018
separated,13,11,0.0033
learn,13,10,0.003
dispatch,13,10,0.003
ssh,13,7,0.0021
inspire,13,13,0.0039
rich,13,11,0.0033
route,13,9,0.0027
federationinterceptor,13,7,0.0021
yarnrm,13,4,0.0012
tricky,13,12,0.0036
hole,13,8,0.0024
better,13,13,0.0039
resourcelocalizationservice,13,3,0.0009
truncate,13,7,0.0021
authorize,13,9,0.0027
centralized,13,12,0.0036
generator,13,9,0.0027
datanode,13,9,0.0027
wide,13,10,0.003
alive,13,10,0.003
transaction,13,8,0.0024
four,13,13,0.0039
tfile,13,6,0.0018
perfect,13,10,0.003
selection,13,9,0.0027
lce,13,7,0.0021
untrusted,13,6,0.0018
keystore,13,7,0.0021
unused,13,13,0.0039
applicationclientprotocol,13,9,0.0027
mem,13,8,0.0024
popular,13,12,0.0036
accordingly,13,12,0.0036
checkpoint,13,8,0.0024
leafqueue,13,6,0.0018
relatime,13,1,0.0003
mirror,13,7,0.0021
resolution,13,10,0.003
deadlock,13,7,0.0021
decrypt,13,6,0.0018
sql,13,9,0.0027
origin,13,7,0.0021
manipulate,13,11,0.0033
strong,13,13,0.0039
arg,13,6,0.0018
diff,13,12,0.0036
checkpointing,13,9,0.0027
submitapplication,13,3,0.0009
heuristic,13,13,0.0039
agree,13,11,0.0033
todo,13,10,0.003
repeatable,13,7,0.0021
garbage,13,9,0.0027
shard,13,9,0.0027
keywords,13,5,0.0015
identification,13,5,0.0015
priorityqueue,13,8,0.0024
tokenfilter,13,10,0.003
longs,13,8,0.0024
indexwriterconfig,13,8,0.0024
taxonomy,13,8,0.0024
stemmer,13,8,0.0024
topdocscollector,13,3,0.0009
sortfield,13,7,0.0021
icu,13,8,0.0024
lat,13,9,0.0027
attrs,13,1,0.0003
sinhala,13,2,0.0006
forkparser,13,7,0.0021
mimetype,13,6,0.0018
excessive,12,11,0.0033
diagnostics,12,9,0.0027
apiserver,12,4,0.0012
computer,12,11,0.0033
instal,12,10,0.003
implicitly,12,10,0.003
layout,12,9,0.0027
initiate,12,10,0.003
meanwhile,12,12,0.0036
expire,12,9,0.0027
moreover,12,12,0.0036
rmstatestore,12,9,0.0027
sls,12,11,0.0033
performs,12,12,0.0036
die,12,10,0.003
balancer,12,8,0.0024
serious,12,12,0.0036
revert,12,9,0.0027
launcher,12,9,0.0027
gather,12,12,0.0036
heterogeneous,12,8,0.0024
suitable,12,11,0.0033
learning,12,8,0.0024
reproduce,12,11,0.0033
backward,12,10,0.003
dedicated,12,11,0.0033
install,12,8,0.0024
synthetic,12,9,0.0027
tokens,12,12,0.0036
establish,12,10,0.003
occupy,12,11,0.0033
anti,12,11,0.0033
ahs,12,7,0.0021
aggressive,12,10,0.003
interact,12,11,0.0033
simultaneously,12,9,0.0027
indexcache,12,3,0.0009
slf,12,4,0.0012
jetty,12,7,0.0021
pid,12,9,0.0027
differently,12,12,0.0036
reusable,12,9,0.0027
zkrmstatestore,12,4,0.0012
nodelabel,12,7,0.0021
infinite,12,10,0.003
resume,12,6,0.0018
ten,12,12,0.0036
automate,12,8,0.0024
sign,12,5,0.0015
vary,12,11,0.0033
mask,12,10,0.003
dead,12,11,0.0033
allows,12,12,0.0036
head,12,11,0.0033
wasteful,12,11,0.0033
recognize,12,12,0.0036
criterion,12,9,0.0027
subsystem,12,8,0.0024
mitigate,12,12,0.0036
parsing,12,11,0.0033
loading,12,10,0.003
majority,12,12,0.0036
binding,12,8,0.0024
realtime,12,10,0.003
gui,12,4,0.0012
unlikely,12,8,0.0024
opts,12,4,0.0012
approximate,12,6,0.0018
ago,12,12,0.0036
theory,12,12,0.0036
abstractqueuedsynchronizer,12,2,0.0006
git,12,4,0.0012
performant,12,11,0.0033
deserialize,12,10,0.003
hopefully,12,11,0.0033
traditional,12,7,0.0021
series,12,9,0.0027
csv,12,5,0.0015
presently,12,9,0.0027
inverted,12,8,0.0024
nexus,12,7,0.0021
contribution,12,11,0.0033
lockfactory,12,2,0.0006
fieldinfos,12,7,0.0021
termdocs,12,8,0.0024
payloadlength,12,2,0.0006
pdfs,12,6,0.0018
approximation,12,8,0.0024
segmentreaders,12,10,0.003
dims,12,3,0.0009
filteredquery,12,7,0.0021
rpt,12,4,0.0012
geospatial,12,8,0.0024
attributesource,12,4,0.0012
rectangle,12,8,0.0024
cassandra,12,2,0.0006
collectormanager,12,6,0.0018
eval,12,6,0.0018
opennlp,12,4,0.0012
centralize,11,7,0.0021
readable,11,8,0.0024
ordering,11,11,0.0033
hot,11,9,0.0027
repository,11,8,0.0024
finalize,11,7,0.0021
echo,11,6,0.0018
federationstatestore,11,6,0.0018
username,11,9,0.0027
xxx,11,7,0.0021
checker,11,7,0.0021
drain,11,7,0.0021
everywhere,11,11,0.0033
vcore,11,5,0.0015
fire,11,5,0.0015
smooth,11,7,0.0021
usable,11,11,0.0033
suite,11,6,0.0018
defined,11,10,0.003
irrespective,11,9,0.0027
plugins,11,8,0.0024
spread,11,8,0.0024
earlier,11,11,0.0033
complement,11,8,0.0024
differentiate,11,9,0.0027
feed,11,7,0.0021
parallelism,11,7,0.0021
inconvenient,11,9,0.0027
msg,11,1,0.0003
shufflehandler,11,5,0.0015
agnostic,11,9,0.0027
normalize,11,10,0.003
fails,11,10,0.003
chargeback,11,3,0.0009
keyword,11,7,0.0021
arrive,11,11,0.0033
curator,11,5,0.0015
align,11,10,0.003
hop,11,8,0.0024
collapse,11,8,0.0024
functional,11,11,0.0033
streaming,11,9,0.0027
tolerant,11,9,0.0027
nested,11,7,0.0021
reclaim,11,8,0.0024
slowly,11,10,0.003
self,11,11,0.0033
coprocessor,11,5,0.0015
leader,11,6,0.0018
ordered,11,8,0.0024
somewhere,11,10,0.003
lived,11,9,0.0027
band,11,7,0.0021
grab,11,10,0.003
reliable,11,8,0.0024
winutils,11,4,0.0012
specially,11,7,0.0021
statement,11,9,0.0027
highpriorityqueue,11,1,0.0003
repeatedly,11,11,0.0033
tab,11,4,0.0012
tend,11,11,0.0033
ref,11,8,0.0024
severity,11,7,0.0021
committers,11,6,0.0018
recursive,11,7,0.0021
train,11,6,0.0018
odd,11,10,0.003
inline,11,9,0.0027
iterators,11,9,0.0027
study,11,5,0.0015
signature,11,9,0.0027
